inode,parent-inode,directory-depth,"filename","fileExtension",UID,GID,st_size,st_dev,st_blocks,st_nlink,"st_mode",st_atime,st_mtime,st_ctime,pw_fcount,pw_dirsum
6433650634,6433650631,4,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/admin/ru-ru/office16.opal","opal",65534,65534,1029102,59,2576,1,"0100770",1438236825,1438236825,1610038195,-1,0
6433650637,6433650631,4,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/admin/ru-ru/pub16.opal","opal",65534,65534,58060,59,432,1,"0100770",1438236828,1438236828,1610038195,-1,0
6433650640,6433650631,4,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/admin/ru-ru/proj16.opal","opal",65534,65534,232076,59,1024,1,"0100770",1438236828,1438236828,1610038196,-1,0
6433650643,6433650631,4,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/admin/ru-ru/outlk16.opal","opal",65534,65534,676050,59,1888,1,"0100770",1438236828,1438236828,1610038196,-1,0
6433650646,6433650631,4,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/admin/ru-ru/onent16.opal","opal",65534,65534,102778,59,672,1,"0100770",1438236825,1438236825,1610038196,-1,0
6433650649,6433650631,4,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/admin/ru-ru/ppt16.opal","opal",65534,65534,207016,59,976,1,"0100770",1438236828,1438236828,1610038196,-1,0
6433650652,6433650631,4,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/admin/ru-ru/excel16.opal","opal",65534,65534,260292,59,1072,1,"0100770",1438236823,1438236823,1610038196,-1,0
6433650653,6433650631,4,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/admin/ru-ru/spd16.opal","opal",65534,65534,18858,59,192,1,"0100770",1438236828,1438236828,1610038197,-1,0
6441313737,6433650631,4,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/admin/ru-ru/visio16.opal","opal",65534,65534,144198,59,848,1,"0100770",1438236828,1438236828,1610038197,-1,0
6441313740,6433650631,4,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/admin/ru-ru/lync16.opal","opal",65534,65534,26088,59,240,1,"0100770",1438236823,1438236823,1610038197,-1,0
6433650656,6433650631,4,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/admin/ru-ru/octres.dll","dll",65534,65534,429736,59,1408,1,"0100770",1438349898,1438349898,1610038197,-1,0
6441313741,6433650631,4,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/admin/ru-ru/word16.opal","opal",65534,65534,329626,59,1216,1,"0100770",1438236828,1438236828,1610038197,-1,0
6433650631,6433650529,3,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/admin/ru-ru","",65534,65534,381,59,64,2,"0040770",1610038197,1610038197,1610038210,13,3644696
6433650994,6433650993,3,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/office64.en-us/office64muiset.msi","msi",65534,65534,1060864,59,2640,1,"0100770",1438366776,1438366776,1610038235,-1,0
6433650997,6433650993,3,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/office64.en-us/owow64lr.cab","cab",65534,65534,2060457,59,4592,1,"0100770",1438367962,1438367962,1610038235,-1,0
6433651000,6433650993,3,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/office64.en-us/office64mui.msi","msi",65534,65534,1224704,59,2960,1,"0100770",1438366777,1438366777,1610038235,-1,0
6433651003,6433650993,3,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/office64.en-us/office64mui.xml","xml",65534,65534,1910,59,96,1,"0100770",1438361991,1438361991,1610038235,-1,0
6441313928,6433650993,3,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/office64.en-us/setup.xml","xml",65534,65534,3122,59,96,1,"0100770",1438377428,1438377428,1610038235,-1,0
6433651006,6433650993,3,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/office64.en-us/office64muiset.xml","xml",65534,65534,1036,59,96,1,"0100770",1438362033,1438362033,1610038236,-1,0
6433650993,6433650505,2,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/office64.en-us","",65534,65534,195,59,64,2,"0040770",1610038236,1610038236,1610038249,6,4352093
6433651022,6441313929,3,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/infopath.en-us/inflr.cab","cab",65534,65534,3911650,59,8720,1,"0100770",1438368214,1438368214,1610038237,-1,0
6441313930,6441313929,3,"/home/dsimsb/groups/RDNFTS/Office/Office 2016 Professional/infopath.en-us/infopathmui.xml","xml",65534,65534,1230,59,96,1,"0100770",1438361917,1438361917,1610038237,-1,0
