inode,parent-inode,directory-depth,"filename","fileExtension",UID,GID,st_size,st_dev,st_blocks,st_nlink,"st_mode",st_atime,st_mtime,st_ctime,pw_fcount,pw_dirsum
7310776027,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0197_53dc.jpg","jpg",65534,65534,364259,59,1280,1,"0100770",1638773918,1638773918,1638773922,-1,0
7283708501,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0392_2806.jpg","jpg",65534,65534,230156,59,1024,1,"0100770",1638774530,1638774530,1638774544,-1,0
7311534829,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0100_3128.jpg","jpg",65534,65534,401323,59,1344,1,"0100770",1638773605,1638773605,1638773617,-1,0
7311534766,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0045_50a7.jpg","jpg",65534,65534,569058,59,1680,1,"0100770",1638773430,1638773430,1638773440,-1,0
7279277616,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0237_2309.jpg","jpg",65534,65534,395523,59,1344,1,"0100770",1638774045,1638774045,1638774046,-1,0
7310776232,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0302_368a.jpg","jpg",65534,65534,177614,59,912,1,"0100770",1638774248,1638774248,1638774254,-1,0
7283708503,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0393_4c75.jpg","jpg",65534,65534,158891,59,880,1,"0100770",1638774534,1638774534,1638774544,-1,0
7312066091,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0258_4df8.jpg","jpg",65534,65534,239759,59,1040,1,"0100770",1638774112,1638774112,1638774126,-1,0
7283708484,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0382_0373.jpg","jpg",65534,65534,171818,59,896,1,"0100770",1638774499,1638774499,1638774511,-1,0
7279277901,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0476_7bd8.jpg","jpg",65534,65534,389195,59,1328,1,"0100770",1638774785,1638774785,1638774795,-1,0
7311534854,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0116_102f.jpg","jpg",65534,65534,567397,59,1680,1,"0100770",1638773656,1638773656,1638773671,-1,0
7283708292,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0251_7d8d.jpg","jpg",65534,65534,432199,59,1408,1,"0100770",1638774089,1638774089,1638774104,-1,0
7311535195,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0419_1de2.jpg","jpg",65534,65534,148542,59,864,1,"0100770",1638774614,1638774614,1638774629,-1,0
7311535044,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0287_3492.jpg","jpg",65534,65534,179941,59,912,1,"0100770",1638774200,1638774200,1638774206,-1,0
7311535163,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0389_2bed.jpg","jpg",65534,65534,275264,59,1104,1,"0100770",1638774520,1638774520,1638774528,-1,0
7309094102,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0126_1f70.jpg","jpg",65534,65534,499019,59,1536,1,"0100770",1638773687,1638773687,1638773692,-1,0
7310776021,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0194_37fc.jpg","jpg",65534,65534,609580,59,1760,1,"0100770",1638773908,1638773908,1638773922,-1,0
7283708241,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0219_4744.jpg","jpg",65534,65534,390816,59,1328,1,"0100770",1638773989,1638773989,1638774003,-1,0
7312066155,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0470_0462.jpg","jpg",65534,65534,543593,59,1632,1,"0100770",1638774767,1638774767,1638774774,-1,0
7311534718,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0005_4562.jpg","jpg",65534,65534,541910,59,1632,1,"0100770",1638773303,1638773303,1638773317,-1,0
7310775964,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0164_4a15.jpg","jpg",65534,65534,374255,59,1296,1,"0100770",1638773811,1638773811,1638773826,-1,0
7311534931,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0174_5a2a.jpg","jpg",65534,65534,404759,59,1360,1,"0100770",1638773844,1638773844,1638773847,-1,0
7311535268,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0480_09ac.jpg","jpg",65534,65534,261140,59,1072,1,"0100770",1638774799,1638774799,1638774811,-1,0
7311535038,7283707865,5,"/home/dsimsb/groups/derm_image_data/Raidshare3/IPTC2021/2021/12/pdir0097/damappprd_hi_j0284_0596.jpg","jpg",65534,65534,179740,59,912,1,"0100770",1638774192,1638774192,1638774195,-1,0
